ID,Text,Sub-task A,Sub-task B
C7.427,"Kabir Singh movie mein jitna bhi Hindi galiya hai sab mute karke Rakha🤐.. aur
jitna bhi e English bad language hai sab openle Rakha hua hai .😮  
  
matlab kya hai iska .🤔  
  
Hum logoko English galiyan ki meaning nahin maloom ..🤯  
😡😠Nahin B C hum loG to chutiya hai na hum logoko maloom nahi hai FUCK OF ka
matlab ..",OAG,NGEN
C7.2566,Bhai tum edhar udhar ki bat q karteho yar boriyat hoti he bhai,NAG,NGEN
C10.200,Godi media ban karo,CAG,NGEN
C36.1126,"Ab left ptrakar log Bipin Rawat ji ke piche pad jaayegi ab ... Ab jabardasti
homosexual ghusane ki koshish karenge.... Gayi ab army bhi gayi...😢",CAG,NGEN
C4.684,"Heroine father gand chat chat kay heroine mbbs mei join karwaya ye villan hai
aur iss chuthiya ney heroine ko pergnant karkey chode studies discontinue
krawadiya ye sacha lover wahhhh rey bollywood😂😂😂😂",OAG,GEN
C19.126,Bc movie release ke phale kase review kar raha hai,OAG,GEN
C4.872.3,"@rahat ahmed Arey to 1 movie ko movie ki tarah lena,,Ye real life thodi
he,,kya sab film me laila magnu hi hona chaiye?""?KUchh alag karne me kya burai
he ????",NAG,NGEN
C7.359,Ladki ko marna hinsa krna bc konsi sanskriti hoti ha tumhari,OAG,GEN
C36.530,Chief khud bhi chakke Hain,OAG,GEN
C10.33,"na jane kitne pagal kutto ka lund chut may leke na jane arundhuti kutti ki ma
ne is rand ko paida kiya tha?",OAG,GEN
C38.21,Unki iksha hui andar se hahahaha😂😂😂,NAG,NGEN
C4.739,"One thing more- in this kabir singh movie, kabir singh ne ek ladki k chakkar
mein apne family ko stake par daal di, bhai ki shadi ko spoil ki...",NAG,NGEN
C58.220,Modal ke hata sala😥😥😥,OAG,NGEN
C7.1658,Bhai tu bahut bolta h thoda chota video banaya kar,NAG,NGEN
C7.1672.1,@L Lawliet Abe chutiye tuje kuch Kya Mai lavde gand maarva,OAG,GEN
C32.81.4,"@Rahul Singh bahadurgarh, haryana",NAG,NGEN
C25.516,रेपिस्ट को सजा दो । निर्दोष को सजा नहीं होनी चाहिए ।,NAG,NGEN
C29.28,"Hetu reep Hindu log NAHI keya Hai is me tu kush politics ledar is ka peche
inlogunko sapot karahahai jaror congress walonka hat hai",CAG,NGEN
C4.1320,"Realistic bhi nahi toh golmaal type ki mindless banao na iss mein toh maza bhi
nahi aaya",NAG,NGEN
C10.834,Kung fu kutta Naam rakhne ki kya Jaroorat hai Hume Pata hai tum kutte ho 😂🤣🤣🤣,OAG,NGEN
C4.2172.1,@Anmol Goel 😂😂😂😂😂 koi to firki lera bro,NAG,NGEN
C4.1427,Rajive dixit ka bhi videos accha lagta hai mujhe,NAG,NGEN
C4.1758,"Thik hai bola hai aaap, thanks a lot",NAG,NGEN
C7.1202,Enki librals ki ma chod denge bhai,OAG,GEN
C7.837,Bhai mujhe NAMO AGAIN ka cup nahi dikh raha?,NAG,NGEN
C7.941.3,isiliye kehte hai Bina video dekhe comment nahi karte... 😂😂,NAG,NGEN
C26.220,Sahi kiya tabhi ee government iss ghatiya law ko nikad degi,CAG,NGEN
C19.192,Like thoko Mera birthday hai,NAG,NGEN
C19.96,Sarwat ki kami najar aaya....,NAG,NGEN
C4.787,"Jst abi 2 ghnte phle mko pta chla mre ek jaanne wale ko ldki chhod gyi or ab
wo daru sutte me pd gya or usne phle kbi daru ki hth tk ni lgaya tha 🤣🤣🤣🤣",NAG,NGEN
C4.658.1,@vamshi bommena 🤣🤣,NAG,NGEN
C9.5,utna hi asan hai jitana ki kiso ko nazi kahana,NAG,NGEN
C4.459,"Bhai aap ne toh movie ka post mortem kar diya. But what said is absolutely
true.  
Bhai aap kuch achhi movies ka naam batao na dekhne layak.",NAG,NGEN
C19.153,"Last line sahi tha bro ""agar samajh aa raha h inme se kuch baate to ja sakte h
:p""",NAG,NGEN
C36.728,kya bakwas he ye army se to dur hi rakhna chahiye,CAG,NGEN
C4.1379,"kya baat hai  
pure saal itna ni hassa mai  
so true 🤣",NAG,NGEN
C4.549,Jab tak cinema hai log chutiya bante rhenge.....,CAG,NGEN
C4.788,Kutte ki tarah pyar,NAG,NGEN
C7.2383.2,"Isiliye kehte hai Bina video dekhe comment nahi karte !  
Pehle video dekhiye sab jawab mil jayenge !  
Kabir Singh aur Four More Shots please inko compare Kiya hi nahi Jaa Sakta !",NAG,NGEN
C9.292,"ravish kumar abhishar sharma barkha dutt ye sabhi urban naxal hai ye log modi
ji ke khilaaf jhhoot failaate hai aur dush prachaar krte hai",CAG,NGEN
C7.412.1,"Sex and love are different matlab sex karo 2-3 ladko ke sath aur shadi acche
government job wale boy se karo ye kahna chahti hai kya ap?",CAG,GEN
C36.1027.1,"Bhai army mein Yudh ladne jate hai, marwane nahi  
Army mein Yodha jane chaiye na ki Hijade",OAG,GEN
C4.136,Bhai uksa background music andar ka beast bhar ajata ha ..,NAG,NGEN
C4.2128.3,@Arpit Jaiswal 😂,NAG,NGEN
C7.2351,"Bhai liberals ki chodo ...wo to h hi chutiye ...unki koun sun rha h .aap movie
ka review kro yr ..shahid ki acting ka .music ka .jaisa aapko arjun reddy dekh
k lga tha ..wo btao ek new movie ki tarah ..",CAG,NGEN
C7.362,"नरेंद्र मोदी का प्रभाव मात्र राजनैतिक ही नहीं है, बल्की वे उस कुंठित वामपंथ को
भी ध्वस्त कर रहें हैं जिसने हमारे समाज के हर क्षेत्र में भारतीयता को दशकों से
हसिए पर धकेलने की अनवरत कुचेष्टा की है।",NAG,NGEN
C4.590,Sir 'chichoree' movie k bare apna opinion digye...,NAG,NGEN
C32.11.3,Ha me hu,NAG,NGEN
C19.50,आधा बात तो समझ ही नही आता।,NAG,NGEN
C10.229,she is congress kuthiya hai. is liye bolthi hai.,OAG,NGEN
C36.425,"सही है । आर्मी में हि^#& का कोही काम नही है। किसी को बुरा लग सकता है पर ये सही
है। जय हिंद फौज। भारत की आर्मी को दुश्मनो की चाल है कमज़ोर करने की । ये कभी नही
होगा । जय हिंद",CAG,NGEN
C7.1935,Bhiya neta ban jaao... Film se jyada to political bate karte ho bhai😅😅😅,NAG,NGEN
C23.49,Fake feminism ne desh ki gaand mar rkhi hain,OAG,GEN
C7.706,"Aap ka review Kam add jyada hota h bar bar aane se dimng krab hota koi v log
track se hat jaiga",CAG,NGEN
C4.1527.4,"@यश कुमार abe tere ko kabir singh kya koi bhi ladka tera khichai karega aab
dekh tu yahaan bewaja ragged go raha hai..film ko maximum log pasand ki to
tera gaand mein kyu kujli ho raha hai?",OAG,NGEN
C36.630.1,Pehle din likhna sikh jake,CAG,NGEN
C38.512.1,"all type of movie dubbed in hindi baakiyo ka to pata nahi...lekin aap bataye
aap konse zamane se hain 😂",CAG,NGEN
C4.878.1,Me bhi,NAG,NGEN
C32.42,"Ye vdo me jo bataya Wo. Msg rong Thaa..  
Aisa nai krna chaziye kisi ki zindgi barbaad Kane ka Hume koi haq nai he...",NAG,NGEN
C33.543,But isse declining sex ratio 0 pe chli jygi bc,OAG,GEN
C10.236,Tum tu khud buht bada kuta ho bhonkta rehta ho,OAG,NGEN
C9.134,Ye sab Kya urban naxal hai.,NAG,NGEN
C19.74,"अरे सौरभ जी इसने आपको कोई कर्ज़ दे रखा है या कोई दुखती नस दबा रखी है। ये खुद
अपनी vedio बनाने के पैसा देता है। कुछ और काम दे दो।",CAG,NGEN
C7.1096,Bilkul sahi bol rehe ho sir with prove,NAG,NGEN
C4.1331,"Bhai A Gaya tu ""Titans ki Sena"" leke",NAG,NGEN
C25.525,jyadatar galat istamal hora he,NAG,NGEN
C26.135,Maybe Karne Wala Hoon talaq ke baad,NAG,NGEN
C19.1.1,Etna yo trailer dekh k hi pta cl gya tha ....ji,NAG,NGEN
C36.1133,bilkul nahi hone sahie unlogoki banduke hamesa galat jageh par goli marte Hai,NAG,NGEN
C7.1095,bhai kabir singh dekho superb movie hai dil khush ho gaya,NAG,NGEN
C9.292.1,"Rajdeep sardesai ,ye khud ek gandi soch ka patrakar hai aur ye independent
journalism nahi karta hai.",CAG,NGEN
C7.1910,Jali 🔥 yaaar,NAG,NGEN
C36.937.2,Bhai aap mndi se ho,NAG,NGEN
C7.1520,Sir mi arjun reddy movie hindi mi dekhna chahata hu kha milegi....plz sir,NAG,NGEN
C21.308,"Mai bahut hi ise movie ka review intzar ker raha tha thanks bhaiya.. soke utha
tvi mai apka yeh video dekh khush hogaya ...",NAG,NGEN
C4.2047,Shwetabh Bhai 👌💯🔥❤️,NAG,NGEN
C36.1141,"Pta nhi Indians ki soch kb bdlegi, or jb army ke garenal hi aesa bol rha h to
or logo se kya ummid ki ja skti h",NAG,NGEN
C4.1086.2,"@Truthshallsetyoufree mujhe Job dila do IAS offices.. fir main christian ban
jaunga bol 😎",NAG,NGEN
C4.1982,"[17:25](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=17m25s) tum BHOSDIKE
self harm.krr rhe thee😂😂",OAG,GEN
C7.1367,are yr gyan mat baato review kro,CAG,NGEN
C7.93.3,"@max monica fir se vahi galti... Aap Bhartiya Sanatan Vaidik Sanskriti ki
tulna dusre deshon ki history ke Aadhar pe kar Rahi hai...  
Aur haa... Maine jo facts bataye hai vo 100% Satya hai... Aap thoda history
padhiye...  
Abrahamic Religions, Sanatan Vaidik Sanskriti inka Itihas aap khud padhiye...",NAG,NGEN
C32.57,Anand aagya mausam bangya,NAG,NGEN
C4.748,Sandeep reddy vanga pakka shwetab ko gali deta hoga,NAG,NGEN
C32.149,Bhut bdiya acting Chandu bhai,NAG,NGEN
C10.1301.2,Hahaha ye sahi hai koi sar per to daal hi sakta hai .. utna hi kaafi hai.,NAG,NGEN
C4.257,Shi Bola Bhai,NAG,NGEN
C4.2007,Bhai aj ankur pathak jaisa lag ra hai bilkul,NAG,NGEN
C4.2194,Chutiya movie thi,NAG,NGEN
C7.1191,"जली रे जली कइयो की गाँड़ जली रे  
सुचित्रा (film companian ) उसकी भी जली रे ओर भी कई लोग है उनकी भी जली रे (
प्रतीक भाई लगे रहो ग्रेट)",CAG,GEN
C7.2267,Sahi hai sir,NAG,NGEN
C9.62,Ji koi vishwas nahi hai sarkar pe,CAG,NGEN
C10.142,"AISA NA KARO NAGARIK THA CHALI JAYENGI MODI JI HAI THO MUMKIN HAI HALKE ME NA
LO 😂😂😂😂😂",CAG,NGEN
C4.345,"Love u bro... Itni achhi movie ko flop show kar diya 😜😜  
Ham log dekh rhy thy to bht khush thy k itni achi movie ha... Lekin yahan to
perspective badl gya ha",NAG,NGEN
C23.50.1,Tum kuch zyada hi sochte ho,NAG,NGEN
C7.1882,"Jab bhai ne bola 'liberals ko jalta dekh dil ko sukoon mila' tabhi k tabhi
video ko like kar dia",NAG,NGEN
C7.2544,"Bhai koi Kuch bhi kahe par Kabir Singh ek masterpiece film Hain  
Kal hi dekhi full paisa vasool...",NAG,NGEN
C4.1496,Yeah hota hai real review ...bhai apki book kab aa rhi hai,NAG,NGEN
C4.879,"Itni jyada overacting aur logicless movie thi ki sirf aadhi movie hi tolerate
kar paaya",CAG,NGEN
C4.877.2,Ye kutta na sab ko apna jesa banayega...is channel ko strike marna hoga !,OAG,NGEN
C38.69,ghand k pagal indians,OAG,NGEN
C7.1063.2,"🤣😂🤣😂  
isiliye kehte hai Bina video dekhe comment nahi karte hai nahi to beijjati ho
jati hai !",CAG,NGEN
C7.463,Sab apni dukaan chalaa rhe hai bhai.lekin aapne le daali unki,NAG,NGEN
C7.449,"ये वही फेमिनिस्ट है जो सलमान एवम ओर भी खानों की घटिया फिल्मों को भी 200 करोड़
के पार पहुँचा देते है।",CAG,NGEN
C7.1295,"Acha sir wo use chakoo dikha k kapde utarta h wo aapko thik lag raha h or us
ladki ko bich sadak pe chata marta h wo aapko sahi laga",CAG,NGEN
C36.852,"army ko in sab cheejo say dur hi rakhna chahiye , because ye human rights
,leftist ,rightist, socialist border or jung k maidan main nahi chalta",CAG,NGEN
C36.393,Comments dekh ke lagta hai india me homosexuals ki koi kami nahi hai,CAG,NGEN
C38.73,Pehale toh us pile gende ko maro🖕,NAG,NGEN
C4.856,"Yes Bhai apne bilkul sahi bola me khud dekhna Hun how my friends are follow
blindly",NAG,NGEN
C26.278.2,"Sahi Kiya jab Indian judiciary system hi help nahi karta to men's kya sirf
suffer kare time to take revenge",CAG,NGEN
C36.691,Humey Fauj mein OUI MAA OUI MAA karney waaley nahi chaahiye 😂🤣😂🤣😂😂,CAG,NGEN
C36.1016,"कोई युद्ध के समय गआंड मरवाने चला गया तो पता चला कि दुश्मन सिविलियन की गांड़
फाड़ रहे हैं। आर्मी में गांडू का कोई मतलब नहीं है। आर्मी चीफ जनरल सही कह रहे
हैं।",OAG,GEN
C4.105,बकवास फ़िल्म कबीर सिंह,NAG,NGEN
C4.77,End mein ladki nhi milti to realistic hota,NAG,NGEN
C7.1672.2,Pavan Shinde chal lav de nikal pehli fursat m nikal,OAG,GEN
C4.1084,Abhi review kr raha 😂😂,NAG,NGEN
C4.2009,Mujhe bhi sbse ghatiya lagi hai,NAG,NGEN
C4.2130.1,@The AK bahi ayushman khurana ki saari movies mai romance h bc bsssss,NAG,GEN
C9.67,"Tum jase Dalalo ko knowledge nahi letters hote hai jo tumhare Baap ke jariye
tumhe milta hain vahi bolte hai, Rajdeep ji jasa imandar kase betha nahi pata.",CAG,GEN
C20.386,"She knows hum sab youtube ke film companion channel pe bhete hai hounds ki
tarah sirf Dream Girl ke liye... isilye humare maze le rahi hai...😂🤣",CAG,NGEN
C4.786,"Bhai ye movie south me super duper hit hai aur Bollywood me bhi
hui........this shows ki india me kitne % logo ko aapki jaroorat hai😂",NAG,NGEN
C36.238,"Indian army mardo ki fouj h na ki gandvo ki ,, smje or homosexually English Ka
ward h ,, or use deshi language me ,, gandve khte h or kya desh ki श्रुक्षा me
gandvo ko tenaat Kiya Jaye ,, aap hi btao dosto ,, desh ki rkshya Ka svaal h
ki gandvo ki ,,, filling Ka",OAG,GEN
C4.344,Bollywood hamesha se chutiya tha 😂👌,NAG,NGEN
C36.998.1,Pubg walo ko rakh ke bhi kuch fayda nahi he vese,NAG,NGEN
C9.17,Arundhati Roy is Randi......,OAG,GEN
C26.214.1,bhai bhai bhai bhai,NAG,NGEN
C10.817,Arundhati a Lesbian is saali anti-national.,OAG,GEN
C4.1973,"""sala Hindustan mein jab tak saneema hai, log chutiya bante rahenge""",CAG,NGEN
C4.351,Sach main jhand movie hai 😅,NAG,NGEN
C4.2028,"kabir preeti ko kuchh or karne hi ni deta lol or iski to koi baat hi ni kar
rhaor ab bhai ne wohi bola jo me soch rha tha nice review",NAG,NGEN
C4.467,"Bhai bollywood mei log usi movie Ko hit krdete jisme aap emotions hit krdo aur
tbhi actors Ko overacting krni pdti hai",NAG,NGEN
C7.327,Aye..... kisne galat bola re Kabir Singh ko madarchod,OAG,GEN
C4.1201,Bhai aap akele ho jo sach bolne ka dum rkhte ho,NAG,NGEN
C7.309,o stree freindship karogi???? bhai tere t shirt pe😂😂😂😂,NAG,NGEN
C21.187,Pratik sir money hiest series ka review kro naa,NAG,NGEN
C9.314,"Arundhati Roy badi lekhak nahi badi deshdrohi hai ye apna address apne kothe
ka add. Lekhaye",CAG,GEN
C7.1947,Totally agreed.Jai Shree Ram.Jai Maharashtra,NAG,NGEN
C7.1201.2,Jazib Ali 👍👍👍👍,NAG,NGEN
C7.2255,Ek ek baat sach bhai 👏👏👏,NAG,NGEN
C7.1111,Ek no movie,NAG,NGEN
C59.1872,o bikare hoke bi bohut bode baat ki or tu tho us sai bi bura,CAG,NGEN
C10.1110,She is kuthi true I am telling you her hair and her mouth also look kuthi,OAG,GEN
C38.30,"[2:12](https://www.youtube.com/watch?v=ZzsAuDkXq1M&t=2m12s) inse bade chutiye
Kahi na honge sale padhe likhe hai ya gawaar such fuckin people",OAG,NGEN
C4.1801,joker 2019 bhai,NAG,NGEN
C7.1797,"Bro apki baat bilkul shi h ..i agree ..agar equality ki baat akr rhe ho to
dono taraf se socho",NAG,NGEN
C4.749.5,Doctors ki imagine bhi kharab Hui h,CAG,NGEN
C19.90,"Isse review kyu karate ho yaar, bhale 1 2 din late hojaye, Mubarak ya Darpan
se review karwao.",CAG,NGEN
C21.112,"mujhe es film se koi expectations nhi thi, lekin aapka review dekhne ke baad
ab to zaroor dekhunga",NAG,NGEN
C4.1135,Bhai chichure movie ka bhi review kro,NAG,NGEN
C38.74.1,Kisne decide kiya?,NAG,NGEN
C4.661,"Are yrr iss baar me bhi chutiya ban Gaya is movie k piche par thank u bhai
aapne aankhe khol di",NAG,NGEN
C4.310,Thoda late nhi hogya ? Chordo Apne ko kya 🧚‍♂️,NAG,NGEN
C7.1443,"Wo LIBRALS aur FEMINIST nahi hai  
wo LIBRANDU aur FEMINAZI hai",CAG,NGEN
C7.304,Sahi pratik bhai apne bola kabhi acchi movie se in logo ko problem ati hai,NAG,NGEN
C36.860.1,@Hem Kanwar आप राजपूत हो ??,NAG,NGEN
C9.224,Ranga billa 😂😂😂😂,NAG,NGEN
C7.306,"Bilkul sahi baat Hai bhai, ladkiya Kare to new trend, new thinking, hum ladke
Kare to cheap. Aise logo ko na baba ji ka thullu",CAG,NGEN
C4.1624,"Kabir singh/ arjun reddy -Self destructive chutiya. Bas chutiyapa bikta hai is
desh mein.",CAG,NGEN
C38.106,"Lanat hai un ghattya logo per jo homosexuality jese unnatural aur ghattya kaam
ko support krty hain. Dunya ka koi b religion allow ni krta is ghattya soch
ko.",OAG,GEN
C4.1023.1,Bura laga koi bat nahi,NAG,NGEN
C7.2446.1,"@aurora Main bhi dekhta hu review lekin....aap sirf movie ke bare me baat krne
na ....",NAG,NGEN
C43.166.2,"Do straight ppl show thier love only in room??? .. Jhaadio k niche.. Pedo k
piche.. Parks k andar.. Metro k bheetar... Ab terese puch k toh koi apni
feeling nhi dikhayega.. So u better shut up..",OAG,NGEN
C38.259,"Ha Indian culture is rape karna fir murder karna. Education makes intelligent.
Why are you asking to those gawar jaahil uneducated people ? Jaahil logo ka
baat sunke hi dimaag garam ho jata hai.. koi point nehi matlab nehi bewakoof
bass bolte hai.. There is nothing called INDIAN CULTURE hum jo karenge or
sochenge wahi culture banega in future.",OAG,NGEN
C32.148,"KheL hai chandu bhai ka mst acting ki chandu bhai ne......aese hi karte
rho....aage jaoge..........",NAG,NGEN
C7.1898,Liberanduon ko burnol do 😜😜😍😍,NAG,NGEN
C32.112.2,@crazy Ram 7061030501,NAG,NGEN
C4.982,"Desh me jab tak senema hai  
Log chutiye bante rahenge  
[#Ramadhir](http://www.youtube.com/results?search_query=%23Ramadhir) sing 😂😂😂",CAG,NGEN
C21.286.4,"100% right ,DABANG MOVIE ,,,JET LI AUR JASON STATHAM KE FILM KI COPY
HAI,,,,,,PAR ,,,TAAJUB YE HAI KI,,,,,,JET LI KO REAL FIGHTING AATI.
HAI,,,,,,SALLU KO NAHI",CAG,NGEN
C68.1110,you are right bhai...me iss kamini ki gaana nahi sunta hu,OAG,NGEN
C7.229,"Kabir singh me dikhaya h sex is not love jab vo dusari heroine usse sex karte
waqt I love you bolti hai tab vo usse vahi choda kar chal deta hai vahi se
pata chalta hai ki vo kitna commited hai preeti se and jab do log kisi se
pyaar karte to unki understand hum nahi samjh nahi sakte mere dost aur uski
girlfriend kitna ladte par baad me panch up ho jata hai",NAG,NGEN
C68.708,"Bakery Maharaja hone se kya hota hai Kyunki uska Halat Hai railway station
platform mein Marne Ka khana vah aadami Hollywood ka Kiya Jo dega",CAG,NGEN
C7.2096,"ये लोग संजू जैसी मूवी की खूब तारीफ करते हैं लेकिन कबीर सिंह जो कि पूरी तरह
काल्पनिक कहानी पर आधारित उससे चिढ़ रहे हैं।",NAG,NGEN
C4.2133,Wahh bhai apko mene request Kiya tha Kabir singh movie review ke liye,NAG,NGEN
C36.1078.2,Tera dimag tatti ka bna hua hai bc,OAG,GEN
